Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,12,2019/3/18,2019/3/24,,1594,0,59,119,,719,897,0,0,12,12,909,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,13,2019/3/25,2019/3/31,,1414,0,26,93,,501,620,0,0,19,19,639,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,14,2019/4/1,2019/4/7,,1584,0,19,152,,431,602,0,0,19,19,621,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,15,2019/4/8,2019/4/14,,1486,0,14,111,,435,560,0,0,15,15,575,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,16,2019/4/15,2019/4/21,,1262,0,5,66,,336,407,0,0,9,9,416,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,17,2019/4/22,2019/4/28,,1192,0,4,56,,331,391,0,0,15,15,406,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,18,2019/4/29,2019/5/5,,1083,0,3,34,,193,230,0,0,14,14,244,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,19,2019/5/6,2019/5/12,,1013,0,0,27,,88,115,0,0,7,7,122,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,20,2019/5/13,2019/5/19,,1031,0,0,31,,94,125,0,0,12,12,137,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,21,2019/5/20,2019/5/26,,1086,0,0,29,,5,34,0,0,1,1,35,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,22,2019/5/27,2019/6/2,,961,0,1,10,,6,17,0,0,1,1,18,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,23,2019/6/3,2019/6/9,,1035,0,4,5,,8,17,0,0,0,0,17,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,24,2019/6/10,2019/6/16,,993,0,11,13,,4,28,0,0,2,2,30,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,25,2019/6/17,2019/6/23,,980,0,2,6,,3,11,0,0,2,2,13,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,26,2019/6/24,2019/6/30,,893,0,2,6,,4,12,0,0,4,4,16,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,27,2019/7/1,2019/7/7,,761,0,0,8,,3,11,0,0,0,0,11,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,28,2019/7/8,2019/7/14,,787,0,5,3,,3,11,0,0,2,2,13,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,29,2019/7/15,2019/7/21,,797,0,3,2,,1,6,0,0,3,3,9,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,30,2019/7/22,2019/7/28,,704,0,0,8,,0,8,0,0,1,1,9,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,31,2019/7/29,2019/8/4,,625,0,0,12,,4,16,0,0,0,0,16,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,32,2019/8/5,2019/8/11,,641,0,0,11,,3,14,0,0,2,2,16,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,33,2019/8/12,2019/8/18,,714,0,1,15,,2,18,0,0,2,2,20,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,34,2019/8/19,2019/8/25,,653,0,1,13,,2,16,0,0,3,3,19,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,35,2019/8/26,2019/9/1,,700,0,0,11,,2,13,0,0,1,1,14,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,36,2019/9/2,2019/9/8,,842,0,1,11,,1,13,0,0,2,2,15,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,37,2019/9/9,2019/9/15,,965,0,0,25,,1,26,0,0,3,3,29,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,38,2019/9/16,2019/9/22,,1036,0,0,22,,2,24,0,0,4,4,28,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,39,2019/9/23,2019/9/29,,915,0,1,14,,6,21,0,0,4,4,25,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,40,2019/9/30,2019/10/6,,1152,0,4,29,,61,94,0,0,19,19,113,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,41,2019/10/7,2019/10/13,,1389,0,8,19,,91,118,0,0,25,25,143,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,42,2019/10/14,2019/10/20,,1357,0,5,33,,83,121,0,0,37,37,158,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,43,2019/10/21,2019/10/27,,1602,0,9,33,,155,197,0,0,31,31,228,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,44,2019/10/28,2019/11/3,,1709,0,9,64,,216,289,0,0,39,39,328,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,45,2019/11/4,2019/11/10,,1849,0,16,77,,184,277,0,0,21,21,298,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,46,2019/11/11,2019/11/17,,1917,0,15,107,,265,387,0,0,25,25,412,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,47,2019/11/18,2019/11/24,,2329,0,22,364,,593,979,0,0,41,41,1020,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,48,2019/11/25,2019/12/1,,2692,0,29,536,,1199,1764,0,0,56,56,1820,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,49,2019/12/2,2019/12/8,,3001,0,42,767,,213,1022,0,0,15,15,1037,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,50,2019/12/9,2019/12/15,,3314,0,40,823,,309,1172,0,0,20,20,1192,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,51,2019/12/16,2019/12/22,,3854,0,69,881,,424,1374,0,0,25,25,1399,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,52,2019/12/23,2019/12/29,,3155,0,71,660,,474,1205,0,0,14,14,1219,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,1,2019/12/30,2020/1/5,,3407,0,99,508,,2801,3408,0,0,150,150,3558,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,2,2020/1/6,2020/1/12,,2954,0,109,266,,1735,2110,0,0,184,184,2294,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,3,2020/1/13,2020/1/19,,2383,0,79,111,,923,1113,0,0,154,154,1267,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,4,2020/1/20,2020/1/26,,2135,0,56,97,,552,705,0,0,131,131,836,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,5,2020/1/27,2020/2/2,,2183,0,77,50,,514,641,0,0,180,180,821,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,6,2020/2/3,2020/2/9,,2161,0,88,40,,423,551,0,0,188,188,739,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,7,2020/2/10,2020/2/16,,2264,0,81,32,,405,518,0,0,201,201,719,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,8,2020/2/17,2020/2/23,,2010,0,57,41,,372,470,0,0,237,237,707,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,9,2020/2/24,2020/3/1,,2666,0,82,15,,374,471,0,0,280,280,751,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,10,2020/3/2,2020/3/8,,3028,0,85,16,,330,431,0,0,374,374,805,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,11,2020/3/9,2020/3/15,,5161,0,110,29,,266,405,0,0,291,291,696,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,12,2020/3/16,2020/3/22,,2661,0,47,1,,248,296,0,0,206,206,502,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,13,2020/3/23,2020/3/29,,1874,0,6,3,,80,89,0,0,87,87,176,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,14,2020/3/30,2020/4/5,,1646,0,2,2,,50,54,0,0,31,31,85,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,15,2020/4/6,2020/4/12,,1209,0,1,0,,17,18,0,0,11,11,29,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,16,2020/4/13,2020/4/19,,1042,0,1,0,,1,2,0,0,6,6,8,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,17,2020/4/20,2020/4/26,,1136,0,0,3,,9,12,0,0,14,14,26,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,18,2020/4/27,2020/5/3,,1245,0,0,1,,1,2,0,0,1,1,3,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,19,2020/5/4,2020/5/10,,1124,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,20,2020/5/11,2020/5/17,,992,0,0,0,,0,0,0,0,1,1,1,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,21,2020/5/18,2020/5/24,,910,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,22,2020/5/25,2020/5/31,,899,0,0,0,,0,0,0,0,1,1,1,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,23,2020/6/1,2020/6/7,,827,0,0,1,,1,2,0,0,0,0,2,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,24,2020/6/8,2020/6/14,,858,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,25,2020/6/15,2020/6/21,,784,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,26,2020/6/22,2020/6/28,,850,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,27,2020/6/29,2020/7/5,,787,0,0,0,,1,1,0,0,0,0,1,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,28,2020/7/6,2020/7/12,,833,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,29,2020/7/13,2020/7/19,,770,0,1,0,,0,1,0,0,1,1,2,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,30,2020/7/20,2020/7/26,,717,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,31,2020/7/27,2020/8/2,,753,0,0,0,,0,0,0,0,0,0,0,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,32,2020/8/3,2020/8/9,,726,0,0,0,,1,1,0,0,1,1,2,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,33,2020/8/10,2020/8/16,,656,0,1,0,,0,1,0,0,0,0,1,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,34,2020/8/17,2020/8/23,,785,0,1,0,,0,1,0,0,0,0,1,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,35,2020/8/24,2020/8/30,,837,0,0,0,,0,0,0,0,2,2,2,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,36,2020/8/31,2020/9/6,,832,0,0,0,,0,0,0,0,1,1,1,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,37,2020/9/7,2020/9/13,,807,0,0,1,,5,6,0,0,2,2,8,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,38,2020/9/14,2020/9/20,,725,0,0,0,,1,1,0,0,1,1,2,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,39,2020/9/21,2020/9/27,,127,0,0,0,,0,0,0,0,0,0,0,,No Report
China,Western Pacific Region of WHO,Eastern Asia,2015,1,2014/12/29,2015/1/4,13282,8370,0,9,1985,0,6,2000,356,3,41,400,2400,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,2,2015/1/5,2015/1/11,14001,10194,0,25,2620,0,6,2651,635,13,15,663,3314,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,3,2015/1/12,2015/1/18,14681,11088,0,17,2394,0,4,2415,828,14,62,904,3319,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,4,2015/1/19,2015/1/25,15738,11085,0,16,2657,0,16,2690,890,22,69,981,3671,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,5,2015/1/26,2015/2/1,16217,10487,0,24,2747,0,3,2774,833,36,69,938,3712,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,6,2015/2/2,2015/2/8,15712,9912,0,15,2240,0,1,2256,793,16,109,918,3174,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,7,2015/2/9,2015/2/15,15807,9588,0,10,1674,0,1,1685,831,24,131,986,2671,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,8,2015/2/16,2015/2/22,12114,7481,0,13,1267,0,0,1280,675,14,93,782,2062,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,9,2015/2/23,2015/3/1,14534,9067,0,21,1302,0,3,1327,837,22,121,980,2307,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,10,2015/3/2,2015/3/8,14971,10513,0,43,1057,0,0,1100,833,20,115,968,2068,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,11,2015/3/9,2015/3/15,14689,10182,0,35,917,0,0,952,1005,26,144,1175,2127,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,12,2015/3/16,2015/3/22,14847,9276,0,26,770,0,0,796,877,27,230,1134,1930,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,13,2015/3/23,2015/3/29,14213,8803,0,17,587,0,1,605,844,23,251,1118,1723,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,14,2015/3/30,2015/4/5,12127,8804,0,13,369,0,3,385,788,21,148,957,1342,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,15,2015/4/6,2015/4/12,11753,7012,0,20,427,0,0,447,524,35,70,629,1076,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,16,2015/4/13,2015/4/19,10808,6340,0,8,273,0,0,281,431,20,100,551,832,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,17,2015/4/20,2015/4/26,10996,7792,0,9,314,0,0,323,495,17,77,589,912,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,18,2015/4/27,2015/5/3,10446,7348,0,24,270,0,2,296,354,25,79,458,754,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,19,2015/5/4,2015/5/10,10994,7622,0,19,261,0,2,282,350,26,53,429,711,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,20,2015/5/11,2015/5/17,10453,7087,0,17,269,0,0,286,272,14,50,336,622,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,21,2015/5/18,2015/5/24,10201,6631,0,17,370,0,3,390,179,16,61,256,646,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,22,2015/5/25,2015/5/31,9712,5913,0,12,452,0,2,466,154,8,30,192,658,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,23,2015/6/1,2015/6/7,10730,7044,0,5,854,0,0,859,179,6,24,209,1068,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,24,2015/6/8,2015/6/14,11306,6989,0,13,1275,0,0,1288,164,10,27,201,1489,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,25,2015/6/15,2015/6/21,10510,6352,0,13,1662,0,1,1676,162,4,22,188,1864,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,26,2015/6/22,2015/6/28,10918,5754,0,12,1809,0,0,1821,125,6,25,156,1977,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,27,2015/6/29,2015/7/5,10787,10361,0,24,2075,0,7,2106,168,4,39,211,2317,2832,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,28,2015/7/6,2015/7/12,10690,9973,0,20,1793,0,3,1816,135,0,34,169,1985,2742,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,29,2015/7/13,2015/7/19,10009,9102,0,11,1511,0,16,1538,76,7,60,143,1681,2710,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,30,2015/7/20,2015/7/26,9891,9295,0,4,1526,0,5,1535,110,2,26,138,1673,2500,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,31,2015/7/27,2015/8/2,9509,8660,0,4,1474,0,12,1490,86,4,38,128,1618,2606,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,32,2015/8/3,2015/8/9,9969,9392,0,8,1263,0,1,1272,84,3,21,108,1380,2703,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,33,2015/8/10,2015/8/16,9777,9051,0,4,1048,0,2,1054,87,1,27,115,1169,2729,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,34,2015/8/17,2015/8/23,9166,8173,0,2,895,0,0,897,70,2,27,99,996,2455,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,35,2015/8/24,2015/8/30,9581,9000,0,7,840,0,0,847,57,1,27,85,932,2623,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,36,2015/8/31,2015/9/6,8652,7763,0,3,553,0,1,557,32,0,24,56,613,2436,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,37,2015/9/7,2015/9/13,9604,8960,0,0,490,0,0,490,51,1,9,61,551,2601,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,38,2015/9/14,2015/9/20,9883,8794,0,3,315,0,1,319,34,2,16,52,371,2870,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,39,2015/9/21,2015/9/27,9693,9013,0,2,211,0,0,213,35,1,10,46,259,2793,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,40,2015/9/28,2015/10/4,9991,8707,0,3,153,0,0,156,31,3,11,45,201,2641,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,41,2015/10/5,2015/10/11,11826,11173,0,7,171,0,0,178,33,3,15,51,229,2681,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,42,2015/10/12,2015/10/18,13026,12057,0,2,160,0,0,162,37,0,20,57,219,2722,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,43,2015/10/19,2015/10/25,13327,12792,0,10,163,0,0,173,60,4,23,87,260,2864,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,44,2015/10/26,2015/11/1,13160,12614,0,7,107,0,2,116,53,10,15,78,194,2877,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,45,2015/11/2,2015/11/8,13084,12170,0,4,100,0,1,105,75,8,14,97,202,2881,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,46,2015/11/9,2015/11/15,13012,11441,0,13,106,0,0,119,71,6,13,90,209,2764,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,47,2015/11/16,2015/11/22,13354,12350,0,19,132,0,0,152,76,15,24,115,267,12077,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,48,2015/11/23,2015/11/29,12986,11300,0,36,140,0,0,176,86,24,27,137,313,10979,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,49,2015/11/30,2015/12/6,10501,7910,0,28,72,0,0,100,53,7,20,80,180,7716,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,50,2015/12/7,2015/12/13,14121,13347,0,139,229,0,3,371,107,54,45,206,577,12756,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,51,2015/12/14,2015/12/20,14289,13147,0,260,286,0,0,546,138,72,65,275,821,12315,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,52,2015/12/21,2015/12/27,14379,13885,0,378,369,0,2,749,171,151,86,408,1157,12712,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,53,2015/12/28,2016/1/3,13852,13059,0,487,400,0,4,891,209,205,114,528,1419,11618,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,1,2016/1/4,2016/1/10,14850,13072,0,1722,512,0,9,2243,229,216,184,629,2872,10175,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,2,2016/1/11,2016/1/17,15077,14659,0,984,667,0,0,1651,271,467,185,923,2574,12070,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,3,2016/1/18,2016/1/24,15705,14938,0,1151,726,0,3,1880,351,610,280,1241,3121,11807,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,4,2016/1/25,2016/1/31,15623,14098,0,1185,617,0,17,1819,259,652,409,1320,3139,10938,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,5,2016/2/1,2016/2/7,13923,11817,0,1223,448,0,20,1691,188,410,475,1073,2764,9020,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,6,2016/2/8,2016/2/14,13636,12187,0,1577,435,0,24,2037,184,465,461,1110,3147,9004,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,7,2016/2/15,2016/2/21,16518,14813,0,1716,559,0,14,2289,265,764,673,1702,3991,10777,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,8,2016/2/22,2016/2/28,16784,15815,0,1836,489,0,24,2349,377,1054,671,2102,4451,11325,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,9,2016/2/29,2016/3/6,17011,15186,0,1620,381,0,3,2004,304,1191,994,2489,4493,10660,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,10,2016/3/7,2016/3/13,16502,14681,0,1337,248,0,11,1596,330,1540,1095,2965,4561,10089,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,11,2016/3/14,2016/3/20,16875,16470,0,1232,217,0,0,1450,384,2388,922,3694,5144,11317,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,12,2016/3/21,2016/3/27,16795,16245,0,1217,189,0,0,1406,342,2288,933,3563,4969,11236,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,13,2016/3/28,2016/4/3,15008,14117,0,926,113,0,4,1043,233,1927,777,2937,3980,10119,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,14,2016/4/4,2016/4/10,12482,11107,0,719,66,0,1,786,151,1178,617,1946,2732,8352,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,15,2016/4/11,2016/4/17,11789,11141,0,709,67,0,0,776,156,1056,419,1631,2407,8710,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,16,2016/4/18,2016/4/24,11603,10500,0,515,57,0,0,573,114,727,430,1271,1844,8632,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,17,2016/4/25,2016/5/1,11047,10083,0,417,47,0,3,467,97,572,423,1092,1559,8509,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,18,2016/5/2,2016/5/8,11061,10034,0,299,34,0,0,333,76,456,269,801,1134,8876,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,19,2016/5/9,2016/5/15,10563,9628,0,182,25,0,1,208,88,344,206,638,846,8768,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,20,2016/5/16,2016/5/22,11512,10682,0,163,24,0,0,187,83,280,233,596,783,9872,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,21,2016/5/23,2016/5/29,10786,10236,0,87,23,0,0,110,89,293,106,488,598,9614,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,22,2016/5/30,2016/6/5,10736,9538,0,69,32,0,1,102,55,184,67,306,408,9116,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,23,2016/6/6,2016/6/12,10224,9694,0,57,17,0,1,75,68,196,54,318,393,9290,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,24,2016/6/13,2016/6/19,10170,9104,0,15,41,0,1,57,34,123,34,191,248,8843,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,25,2016/6/20,2016/6/26,10374,9415,0,24,56,0,0,80,44,91,33,168,248,9160,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,26,2016/6/27,2016/7/3,9647,8683,0,18,113,0,0,131,44,71,47,162,293,8377,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,27,2016/7/4,2016/7/10,9993,9180,0,12,83,0,0,95,32,65,29,126,221,8955,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,28,2016/7/11,2016/7/17,10055,9169,0,16,97,0,1,114,21,61,25,107,221,8939,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,29,2016/7/18,2016/7/24,9905,8938,0,7,129,0,0,136,22,41,28,91,227,8706,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,30,2016/7/25,2016/7/31,9723,8802,0,17,122,0,0,139,27,30,28,85,224,8573,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,31,2016/8/1,2016/8/7,9910,9320,0,14,151,0,1,166,16,38,17,71,237,9077,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,32,2016/8/8,2016/8/14,9743,8780,0,7,171,0,1,179,15,45,11,71,250,8528,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,33,2016/8/15,2016/8/21,9334,8457,0,7,209,0,0,216,16,27,12,55,271,8184,Sporadic
